,precision,recall,f1
A Priori Concepts,0.15671875000000002,0.13229571984435798,0.143475306655223
Emerging Concepts,0.05730659025787965,0.05319148936170213,0.055172413793103454
Concepts Overall,0.19953093992422874,0.16091954022988506,0.17815721649484537
Forward References,0.0,0.0,0.0
Backward References,0.09448818897637795,0.1,0.09716599190283401
References Overall,0.22613065326633164,0.2727272727272727,0.24725274725274723
Overall Average,0.2128307965952802,0.2168234064785789,0.2127049818737963
