,precision,recall,f1
A Priori Concepts,0.15671875000000002,0.13229571984435798,0.143475306655223
Emerging Concepts,0.11287934863064396,0.10638297872340426,0.10953492548033758
Concepts Overall,0.21520178844569948,0.1781609195402299,0.19493738342659206
Forward References,0.0,0.0,0.0
Backward References,0.09448818897637795,0.1,0.09716599190283401
References Overall,0.22613065326633164,0.2727272727272727,0.24725274725274723
Overall Average,0.22066622085601556,0.2254440961337513,0.22109506533966966
